#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41D55
#Date Time: 2020-05-19 17:04:53.182
#Sample rate: 8000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.374562,2.57424
-0.374437,2.57424
-0.374312,2.57424
-0.374188,2.57389
-0.374062,2.57424
-0.373937,2.57389
-0.373812,2.57424
-0.373688,2.57355
-0.373562,2.57355
-0.373437,2.57355
-0.373312,2.57287
-0.373188,2.57287
-0.373062,2.57287
-0.372937,2.57253
-0.372812,2.57287
-0.372688,2.57219
-0.372562,2.57219
-0.372437,2.57253
-0.372312,2.57184
-0.372188,2.5715
-0.372062,2.5715
-0.371937,2.57082
-0.371812,2.5715
-0.371688,2.57082
-0.371562,2.57048
-0.371437,2.57082
-0.371312,2.57013
-0.371188,2.56979
-0.371062,2.56979
-0.370937,2.56945
-0.370812,2.56979
-0.370688,2.56945
-0.370562,2.56843
-0.370437,2.56877
-0.370312,2.56843
-0.370188,2.56808
